contb_receipt_dt,"Bush, Jeb","Carson, Benjamin S.","Christie, Christopher J.","Clinton, Hillary Rodham","Cruz, Rafael Edward 'Ted'","Fiorina, Carly","Gilmore, James S III","Graham, Lindsey O.","Huckabee, Mike","Jindal, Bobby","Johnson, Gary","Kasich, John R.","Lessig, Lawrence","O'Malley, Martin Joseph","Pataki, George E.","Paul, Rand","Perry, James R. (Rick)","Rubio, Marco","Sanders, Bernard","Santorum, Richard J.","Stein, Jill","Trump, Donald J.","Walker, Scott","Webb, James Henry Jr."
2015-11-13,3630.0,11972.0,225.0,16459.11,11192.16,975.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2051.92,0.0,10525.0,14332.55,0.0,100.0,0.0,0.0,0.0
2015-11-14,350.0,934.0,75.0,9547.380000000001,3173.0,1200.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,1145.0,0.0,175.75,0.0,3600.0,36984.09000000006,0.0,0.0,135.98000000000002,0.0,0.0
2015-11-15,100.0,1370.0,0.0,11622.34,2180.0,13.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,400.0,0.0,630.0,0.0,500.0,40446.800000000076,0.0,0.0,175.0,0.0,0.0
2015-11-16,5980.0,28589.12,0.0,33562.68,11726.0,2661.0,0.0,50.0,1350.0,0.0,0.0,450.0,0.0,0.0,0.0,929.1600000000001,0.0,3805.0,27685.199999999986,0.0,100.0,25.0,0.0,0.0
2015-11-17,6001.0,13978.16,0.0,32290.829999999998,11735.0,1374.0,0.0,0.0,1752.0,0.0,0.0,350.0,0.0,750.0,0.0,10731.92,0.0,11045.0,18992.48,0.0,0.0,60.52,0.0,0.0
2015-11-18,2827.0,12488.0,14150.0,39977.58,21114.0,2463.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,500.0,0.0,2389.16,0.0,86699.0,22635.060000000005,0.0,0.0,82.87,0.0,0.0
2015-11-19,9352.0,2810.0,2750.0,42406.3,12774.0,2330.0,0.0,0.0,5875.0,0.0,0.0,3950.0,0.0,25.0,225.0,6155.48,0.0,3892.0,13404.789999999997,0.0,100.0,340.58,0.0,0.0
2015-11-20,1215.0,9438.699999999999,300.0,12584.71,8247.0,1350.0,0.0,85.0,100.0,0.0,0.0,8900.0,0.0,50.0,0.0,865.32,0.0,12467.0,17429.9,0.0,0.0,0.0,0.0,0.0
2015-11-21,115.0,1429.0,0.0,4785.0,3666.0,754.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.4,0.0,0.0,13247.5,5400.0,0.0,629.04,0.0,0.0
2015-11-22,301.0,6935.0,3000.0,24479.440000000002,1175.0,173.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,100.0,0.0,186.75,0.0,175.0,13219.699999999999,0.0,0.0,611.58,0.0,0.0
2015-11-23,3307.0,10848.0,2700.0,10697.6,7946.0,9450.0,0.0,0.0,55.0,0.0,0.0,2950.0,0.0,2700.0,0.0,195.16,0.0,185670.0,9647.770000000002,0.0,0.0,286.77,225.0,0.0
2015-11-24,9256.0,2498.0,2950.0,15108.64,27284.0,1725.0,0.0,50.0,90.0,0.0,0.0,3460.0,0.0,350.0,0.0,1400.16,0.0,11300.0,18794.220000000016,0.0,0.0,600.0,250.0,0.0
2015-11-25,1644.0,22429.0,16200.0,12968.19,1768.0,188.0,0.0,0.0,35.0,0.0,0.0,2710.0,0.0,2325.0,0.0,5560.0,0.0,17197.0,14451.980000000003,0.0,0.0,0.0,0.0,0.0
2015-11-26,5.0,370.0,0.0,1677.0,1086.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,38.0,8899.78,0.0,0.0,250.0,0.0,0.0
2015-11-27,76.0,5950.0,0.0,15020.06,886.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,502.38000000000005,0.0,753.0,11158.28,0.0,0.0,624.12,0.0,0.0
2015-11-28,650.0,11875.0,0.0,10542.01,2099.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5681.32,0.0,657.0,18439.990000000005,0.0,10.0,356.61,0.0,0.0
2015-11-29,265.0,1495.0,3775.0,27875.239999999998,1925.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.16,0.0,1534.0,14532.460000000003,0.0,0.0,0.0,0.0,0.0
2015-11-30,35726.0,11437.96,3625.0,64967.07999999999,45294.1,1725.0,0.0,125.0,0.0,0.0,0.0,750.0,0.0,5.0,0.0,5325.16,0.0,25496.0,5457.48,0.0,0.0,1879.3600000000001,300.0,0.0
2015-12-01,3025.0,87295.0,4700.0,28777.56,30354.0,3363.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,100.0,0.0,597.0799999999999,0.0,5318.0,21085.29,0.0,0.0,507.46,0.0,0.0
2015-12-02,861.0,9125.16,13800.0,29267.54,11646.0,381.0,0.0,0.0,2700.0,0.0,0.0,550.0,0.0,300.0,0.0,445.0,0.0,44607.95,18055.730000000003,0.0,0.0,282.87,0.0,0.0
2015-12-03,3150.0,7670.0,6400.0,11435.04,16640.0,255.0,0.0,0.0,50.0,0.0,0.0,300.0,0.0,930.0,0.0,1077.92,0.0,103100.0,13920.710000000003,0.0,0.0,3210.0,0.0,0.0
2015-12-04,4125.0,13580.0,1600.0,25307.089999999997,11031.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,316.76,0.0,15795.0,7801.599999999999,50.0,0.0,0.0,0.0,0.0
2015-12-05,605.0,7838.0,0.0,6307.73,14849.130000000001,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.32,0.0,1064.0,8462.12,20.16,0.0,434.38,0.0,0.0
2015-12-06,2725.0,1303.0,9500.0,14781.27,2001.3,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,57.91,0.0,3700.0,6580.570000000001,0.0,0.0,32.35,0.0,0.0
2015-12-07,12205.0,22065.16,17000.0,39519.96,37293.8,1463.0,0.0,25.0,50.0,0.0,0.0,1250.0,0.0,450.0,0.0,390.16,0.0,40327.0,25826.560000000023,0.0,0.0,1226.65,0.0,0.0
2015-12-08,3390.0,23331.16,200.0,38763.450000000004,76606.0,1085.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,750.0,0.0,605.16,0.0,151440.0,33847.72,0.0,0.0,575.0,0.0,0.0
2015-12-09,19960.0,10111.0,3300.0,44081.26,12657.5,16264.0,0.0,700.0,0.0,0.0,0.0,270.0,0.0,1950.0,0.0,2130.9,0.0,107720.0,22044.640000000018,0.0,0.0,1557.12,0.0,0.0
2015-12-10,12631.0,5354.0,13375.0,69246.31,24819.0,0.0,0.0,900.0,100.0,0.0,0.0,650.0,0.0,2950.0,1000.0,745.0,0.0,902.0,15849.02,390.0,10.0,1771.99,500.0,0.0
2015-12-11,6475.0,16197.0,0.0,144965.66,24793.0,2550.0,0.0,100.0,50.0,0.0,0.0,2700.0,0.0,4750.0,0.0,1154.24,0.0,125225.0,11882.78,0.0,0.0,1266.25,0.0,0.0
2015-12-12,25.0,4760.0,0.0,103977.77,11959.0,360.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,190.32,0.0,801.0,22796.930000000004,0.0,0.0,273.18,0.0,0.0
2015-12-13,135.0,1130.0,125.0,77821.69,9752.0,1125.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,51.0,0.0,590.3199999999999,0.0,5885.0,16056.49,0.0,100.0,250.0,0.0,0.0
2015-12-14,3310.0,18365.0,10800.0,155323.5,83678.0,9418.0,0.0,70.0,35.0,0.0,0.0,100.0,0.0,0.0,0.0,307.0,0.0,10666.0,45382.41,0.0,0.0,51.09,0.0,0.0
2015-12-15,3065.0,9754.16,13700.0,110888.46,70546.76000000001,413.0,0.0,0.0,1452.0,0.0,0.0,250.0,0.0,0.0,0.0,1200.8,0.0,174683.0,53550.42,0.0,0.0,204.55,25.0,0.0
2015-12-16,32363.5,23573.12,26925.0,172175.56999999998,22433.0,5650.0,0.0,2600.0,95.0,0.0,0.0,1060.0,0.0,0.0,1500.0,2393.75,0.0,10845.0,87353.66000000002,0.0,0.0,0.0,100.0,0.0
2015-12-17,11851.0,0.0,8600.0,97756.16,105419.5,1694.0,0.0,2700.0,300.0,0.0,0.0,200.0,0.0,0.0,0.0,2069.56,0.0,5065.0,24554.929999999997,0.0,150.0,4419.16,0.0,0.0
2015-12-18,15000.0,4140.530000000001,5400.0,121714.90000000001,24948.0,1148.0,0.0,0.0,1.0,0.0,0.0,250.0,0.0,1990.0,0.0,6478.08,0.0,3936.0,71462.98000000001,0.0,0.0,525.9,0.0,0.0
2015-12-19,392.0,1150.0,0.0,52317.61,4041.0,1430.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,300.0,0.0,185.0,0.0,1475.0,48171.55999999999,0.0,0.0,1359.1199999999997,0.0,0.0
2015-12-20,315.0,2715.0,5400.0,75522.06,3651.76,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,242.76,34950.52,0.0,0.0,2040.01,0.0,0.0
2015-12-21,42811.5,12920.0,600.0,85559.1,104094.0,3970.0,0.0,0.0,95.0,0.0,0.0,2525.0,0.0,50.0,0.0,9290.24,0.0,19098.0,32284.08,0.0,0.0,1778.52,1485.0,0.0
2015-12-22,11007.0,3048.0,9700.0,69416.47,44143.0,1881.0,0.0,0.0,300.0,0.0,0.0,81.0,0.0,200.0,0.0,145.16,0.0,8810.0,26149.14,50.0,0.0,158.26,0.0,0.0
2015-12-23,2902.0,7766.0,3700.0,55806.69,30216.0,8111.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,340.64000000000004,0.0,8605.0,40340.34,0.0,0.0,250.0,0.0,0.0
2015-12-24,36.0,510.0,0.0,21773.399999999998,3090.0,2250.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,25.0,0.0,691.16,0.0,4200.0,18332.56000000001,0.0,0.0,664.8,0.0,0.0
2015-12-25,339.0,495.0,0.0,11705.24,676.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,8521.66,0.0,25.0,0.0,0.0,0.0
2015-12-26,0.0,170.16,0.0,14751.119999999999,2938.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.48,0.0,50.0,11665.21,0.0,0.0,277.28999999999996,0.0,0.0
2015-12-27,101.0,170.0,0.0,47779.75,4866.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,475.0,0.0,0.0,10829.020000000006,0.0,0.0,545.23,0.0,500.0
2015-12-28,1500.0,15750.5,19300.0,126505.0,31769.0,1875.0,0.0,0.0,1041.0,0.0,0.0,500.0,0.0,150.0,0.0,3508.68,0.0,7243.5,90111.44,55.0,60.0,0.0,550.0,0.0
2015-12-29,31301.0,5716.32,500.0,131051.28,44234.0,2766.0,0.0,0.0,875.0,0.0,0.0,60.0,0.0,500.0,0.0,3771.6399999999994,0.0,35458.16,73625.28000000001,60.0,250.0,1520.59,213.0,0.0
2015-12-30,3901.0,5609.0,550.0,163182.76,22394.16,2363.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,1035.0,0.0,2486.9599999999996,0.0,6860.0,100266.22000000002,405.0,0.0,322.3,0.0,0.0
2015-12-31,11492.0,16398.84,2450.0,222682.5,162147.94,0.0,0.0,0.0,4066.0,0.0,0.0,13308.0,0.0,950.0,0.0,19908.150000000005,0.0,67843.0,181489.84,1240.0,250.0,3509.46,0.0,0.0
2016-01-01,200.0,1492.1599999999999,50.0,23172.96,5795.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,1170.16,0.0,814.0,22167.430000000004,25.0,0.0,135.66,0.0,0.0
2016-01-02,151.0,2425.0,0.0,76472.0,605.0,1100.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0700000000001,0.0,450.0,12812.459999999997,0.0,0.0,317.29,0.0,0.0
2016-01-03,340.0,600.0,0.0,60814.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.76,0.0,120.0,15680.340000000006,0.0,0.0,331.53,0.0,0.0
2016-01-04,3050.0,0.0,0.0,205050.78000000003,9976.0,175.0,0.0,0.0,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,655.83,0.0,522.76,11503.09,50.0,0.0,500.0,200.0,0.0
2016-01-05,3347.0,1544.0,0.0,165792.53,24249.29,875.0,0.0,0.0,600.0,0.0,0.0,8125.0,0.0,600.0,0.0,215.32,0.0,2810.0,33429.21000000001,0.0,100.0,500.0,525.0,0.0
2016-01-06,3162.0,6887.0,5200.0,214699.64000000004,5079.0,739.0,0.0,0.0,86.0,0.0,250.0,5500.0,0.0,0.0,0.0,230.16,0.0,7042.76,14115.490000000002,100.0,0.0,329.12,0.0,0.0
2016-01-07,5575.0,2400.0,2756.0,142439.55,7678.27,412.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,25.0,0.0,567.07,0.0,10377.0,16470.04,40.32,0.0,633.2,225.0,0.0
2016-01-08,9750.0,2365.0,0.0,46326.229999999996,8488.16,350.0,0.0,0.0,175.0,0.0,0.0,2700.0,0.0,10.0,0.0,150.0,0.0,2629.0,21810.95,0.0,117.0,157.99,50.0,0.0
2016-01-09,480.0,3740.0,0.0,12782.54,20946.0,1044.0,0.0,0.0,0.0,0.0,0.0,11100.0,0.0,0.0,0.0,85.48,0.0,2185.0,11566.67,120.16,0.0,1049.31,0.0,0.0
2016-01-10,286.0,975.0,3050.0,14945.799999999997,8547.0,938.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,15.0,0.0,210.16,0.0,1010.0,58089.11000000001,0.0,110.0,0.0,0.0,0.0
2016-01-11,300.0,2829.0,25.0,79307.59999999996,17569.0,1802.0,0.0,0.0,20.0,0.0,0.0,7700.0,0.0,0.0,0.0,1220.48,0.0,3808.0,50077.41,0.0,0.0,316.71000000000004,0.0,0.0
2016-01-12,150.0,3092.0,100.0,44474.72,14883.0,1063.0,0.0,0.0,100.0,0.0,1000.0,24650.0,0.0,2700.0,0.0,2480.65,0.0,10156.0,83705.01000000001,0.0,0.0,2875.0,0.0,0.0
2016-01-13,260.0,9905.0,100.0,70258.06999999999,7245.0,1339.0,0.0,0.0,330.0,0.0,0.0,11500.0,0.0,0.0,0.0,3907.249999999999,0.0,9433.0,51173.049999999996,10.0,200.0,50.0,0.0,0.0
2016-01-14,945.0,7495.0,25.0,48922.32,27964.5,841.0,0.0,0.0,382.0,0.0,0.0,24430.0,0.0,75.0,0.0,2675.3500000000004,0.0,71546.52,75788.03000000001,0.0,150.0,0.0,0.0,0.0
2016-01-15,4180.0,4243.0,0.0,62805.61000000001,24659.0,915.0,0.0,0.0,6.0,0.0,250.0,11675.0,0.0,825.0,0.0,1664.86,0.0,40223.76,34958.90999999999,0.0,500.0,649.76,0.0,0.0
2016-01-16,525.0,12454.96,0.0,25477.739999999998,2206.0,2020.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,181.0,0.0,398.08,0.0,3270.0,53578.16,0.0,20.0,1112.45,0.0,0.0
2016-01-17,1050.0,400.0,4225.0,26976.529999999995,1390.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,0.0,260.07,0.0,435.0,73289.04999999999,0.0,0.0,176.27,0.0,0.0
2016-01-18,220.0,9957.5,2950.0,48233.810000000005,9622.16,1228.0,0.0,0.0,41.0,0.0,1000.0,0.0,0.0,185.0,0.0,210.32,0.0,85945.0,63040.26999999999,0.0,200.0,0.0,250.0,0.0
2016-01-19,1375.0,4403.0,0.0,57774.90999999998,21653.0,1151.0,0.0,0.0,25.0,0.0,2700.0,10480.0,0.0,1500.0,0.0,1295.0700000000002,0.0,2198.0,63043.54999999999,0.0,0.0,212.34,0.0,0.0
2016-01-20,1085.0,2270.0,5400.0,83771.82,19806.0,463.0,0.0,0.0,0.0,0.0,0.0,7350.0,0.0,1750.0,0.0,886.32,0.0,68240.0,52084.959999999955,50.0,335.0,0.0,0.0,0.0
2016-01-21,2805.0,4213.45,125.0,51164.030000000006,11941.0,1666.0,0.0,0.0,5125.0,0.0,0.0,7750.0,0.0,0.0,0.0,4180.32,0.0,11270.0,55252.46,75.0,510.0,1292.29,1000.0,0.0
2016-01-22,361.0,9240.95,0.0,49567.55000000001,23027.5,1010.0,0.0,0.0,625.0,0.0,0.0,2925.0,0.0,200.0,0.0,1995.4800000000002,0.0,20264.0,34699.20999999999,140.32999999999998,0.0,1326.4,0.0,0.0
2016-01-23,337.0,3765.0,0.0,33625.81,8142.0,150.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,665.48,0.0,1898.0,33627.01999999999,0.0,95.0,174.11,0.0,0.0
2016-01-24,161.0,1115.0,50.0,37894.850000000006,12654.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.29999999999995,0.0,2975.0,24970.110000000004,0.0,0.0,2700.0,0.0,0.0
2016-01-25,569.0,1944.1000000000001,2700.0,83101.40999999999,17487.0,364.0,0.0,0.0,75.0,0.0,0.0,8345.0,0.0,533.0,0.0,599.51,0.0,6355.0,101973.25000000004,0.0,25.0,100.0,0.0,0.0
2016-01-26,75.0,3123.65,100.0,78844.79000000002,29647.0,1951.0,0.0,0.0,50.0,0.0,0.0,8650.0,0.0,0.0,0.0,840.3199999999999,0.0,68605.0,100915.07,0.0,0.0,456.18,0.0,0.0
2016-01-27,6440.0,12106.0,0.0,58212.40000000001,25064.0,940.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0,15.0,0.0,5680.48,0.0,12522.0,160058.94000000003,50.0,0.0,190.0,0.0,0.0
2016-01-28,782.0,20371.41,2935.0,104576.86000000002,31028.0,2371.0,0.0,0.0,277.0,0.0,0.0,7725.0,0.0,0.0,0.0,675.6400000000001,0.0,22583.0,94922.40000000001,0.0,85.0,1835.23,0.0,0.0
2016-01-29,1548.33,53679.84999999999,0.0,96344.40000000001,13392.0,3725.0,0.0,0.0,100.0,0.0,0.0,8300.0,0.0,1140.0,0.0,1585.6400000000003,0.0,130880.0,186529.4,44.44,0.0,33.25,0.0,0.0
2016-01-30,1150.0,3412.0,0.0,85338.48,20990.5,2617.0,0.0,0.0,50.0,0.0,0.0,11870.0,0.0,0.0,0.0,341.92,0.0,8015.0,109870.18,0.0,1480.0,0.0,0.0,0.0
2016-01-31,1095.0,8027.0,0.0,88321.71000000002,39070.0,1877.0,0.0,0.0,0.0,0.0,0.0,4625.0,0.0,10.0,0.0,1048.92,0.0,77276.0,46721.41,0.0,0.0,825.9300000000001,0.0,0.0
2016-02-01,890.0,4589.3,50.0,124024.76,22666.0,2028.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,135.0,0.0,1345.2900000000002,0.0,43625.0,66928.86000000002,125.0,0.0,1310.29,0.0,0.0
2016-02-02,331.0,4651.639999999999,1500.0,178911.88,65232.1,313.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.52,0.0,70619.61000000002,260884.48000000016,0.0,0.0,4268.5,0.0,0.0
2016-02-03,740.0,11953.0,0.0,139587.16999999998,35126.16,535.0,0.0,0.0,0.0,0.0,500.0,1175.0,0.0,0.0,0.0,946.76,0.0,33074.8,55435.020000000004,0.0,270.0,916.0799999999999,0.0,0.0
2016-02-04,365.0,12132.0,500.0,165737.43,26200.0,1506.0,0.0,0.0,0.0,0.0,0.0,4550.0,0.0,0.0,0.0,0.0,0.0,43212.5,69941.20000000001,0.0,0.0,27.49,0.0,0.0
2016-02-05,6350.0,15741.66,2950.0,212678.93000000002,30386.79,4492.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,0.0,0.0,0.0,26473.64,78162.58999999998,0.0,0.0,800.0,0.0,0.0
2016-02-06,396.0,6607.16,25.0,67657.12999999998,23091.5,802.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,20.16,0.0,16535.16,34694.22000000001,0.0,0.0,300.0,0.0,0.0
2016-02-07,1100.0,2097.16,350.0,67164.91,3868.54,2302.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,25.0,0.0,65.0,0.0,5349.0,28597.1,0.0,0.0,3155.08,0.0,0.0
2016-02-08,2935.0,5990.16,1050.0,213029.18999999997,10594.0,2234.0,0.0,0.0,0.0,0.0,0.0,2150.0,0.0,0.0,0.0,0.0,0.0,15597.0,56095.70000000002,0.0,0.0,350.0,0.0,0.0
2016-02-09,400.0,4499.47,25.0,216299.65000000002,23514.0,1558.0,0.0,0.0,0.0,0.0,0.0,2125.0,0.0,0.0,0.0,40.0,0.0,6800.0,199979.71000000005,0.0,0.0,1280.8799999999999,0.0,0.0
2016-02-10,0.0,11451.16,100.0,186037.75999999998,15896.0,600.0,0.0,0.0,0.0,0.0,40.0,1011.8,0.0,0.0,0.0,0.0,0.0,17698.0,319243.11000000004,0.0,350.0,1897.61,0.0,0.0
2016-02-11,410.0,7114.0,25.0,212498.66999999998,17471.5,0.0,0.0,0.0,381.0,0.0,0.0,9596.0,0.0,0.0,0.0,0.0,0.0,5476.42,104185.75000000001,0.0,0.0,736.77,0.0,0.0
2016-02-12,115.0,8943.16,0.0,229858.20000000004,22647.0,0.0,0.0,0.0,0.0,0.0,0.0,22268.0,0.0,0.0,0.0,0.0,0.0,4094.0,107966.48999999999,0.0,0.0,1463.32,0.0,0.0
2016-02-13,1831.0,4899.0,0.0,119658.66999999998,8903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3639.0,51147.06000000001,0.0,0.0,214.32,50.0,0.0
2016-02-14,1120.0,7398.799999999999,0.0,55882.049999999996,9842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6225.0,54729.92999999999,0.0,0.0,645.9399999999999,125.0,0.0
2016-02-15,1690.0,7405.26,0.0,117099.38,9780.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2492.5,36879.59999999999,0.0,100.0,453.09,100.0,0.0
2016-02-16,4275.0,22940.12,0.0,193177.09000000005,29337.0,0.0,0.0,0.0,0.0,0.0,0.0,64346.0,0.0,0.0,0.0,0.0,0.0,17606.5,75827.82,0.0,0.0,524.4100000000001,0.0,0.0
